name,age,gender,maths,science,english,country,year
Student_629,24,Male,36,87,70,Canada,2019
Student_630,26,Female,67,13,66,UK,2024
Student_631,24,Female,49,25,83,Japan,2020
Student_632,22,Male,23,86,19,Canada,2022
Student_633,27,Male,18,21,93,UK,2023
Student_634,27,Male,99,47,34,Japan,2015
Student_635,24,Female,59,82,98,UK,2017
Student_636,27,Male,38,50,90,Canada,2021
Student_637,22,Male,73,2,89,USA,2020
Student_638,20,Male,88,41,77,Canada,2021
Student_639,24,Male,17,18,16,India,2022
Student_640,28,Male,18,72,17,UK,2020
Student_641,28,Female,35,27,44,USA,2017
Student_642,19,Female,73,83,92,UK,2016
Student_643,29,Male,96,44,83,UK,2021
Student_644,26,Male,54,70,52,Japan,2015
Student_645,27,Male,68,77,90,India,2017
Student_646,27,Male,46,62,81,UK,2018
Student_647,29,Female,48,72,67,Canada,2015
Student_648,18,Male,98,18,64,Canada,2019
Student_649,23,Female,97,46,0,Japan,2024
Student_650,24,Female,32,13,57,India,2017
Student_651,25,Male,20,37,25,India,2016
Student_652,27,Female,80,52,19,Canada,2017
Student_653,26,Female,21,60,86,USA,2022
Student_654,19,Female,47,35,9,Japan,2020
Student_655,28,Female,36,39,58,Japan,2021
Student_656,27,Male,14,80,74,Canada,2020
Student_657,19,Male,34,29,40,Canada,2020
Student_658,22,Female,91,8,4,USA,2017
Student_659,22,Male,70,63,64,USA,2022
Student_660,23,Male,31,32,16,India,2021
Student_661,20,Male,10,51,21,Japan,2021
Student_662,25,Male,9,88,97,Japan,2020
Student_663,18,Male,72,13,40,Canada,2019
Student_664,23,Female,77,74,92,India,2024
Student_665,21,Male,76,52,67,Japan,2022
Student_666,18,Male,56,98,68,India,2019
Student_667,24,Male,24,58,10,India,2023
Student_668,26,Male,1,77,55,Canada,2023
Student_669,21,Female,63,93,50,India,2015
Student_670,21,Female,34,40,20,USA,2020
Student_671,23,Female,6,67,98,USA,2021
Student_672,29,Female,84,67,75,UK,2017
Student_673,20,Male,17,91,25,Canada,2021
Student_674,29,Female,66,7,18,UK,2021
Student_675,23,Male,41,1,59,USA,2016
Student_676,24,Male,38,85,70,UK,2021
Student_677,28,Male,40,40,46,Canada,2015
Student_678,27,Male,74,54,70,Canada,2019
Student_679,27,Male,23,15,25,India,2023
Student_680,20,Female,59,92,39,Japan,2021
Student_681,24,Female,45,61,4,India,2021
Student_682,20,Female,18,47,20,Canada,2016
Student_683,19,Female,67,29,77,USA,2022
Student_684,29,Male,89,11,3,USA,2017
Student_685,27,Female,41,34,22,India,2022
Student_686,21,Male,31,10,83,Canada,2017
Student_687,29,Female,38,63,14,USA,2024
Student_688,25,Male,35,49,92,Canada,2021
Student_689,26,Male,96,84,7,USA,2016
Student_690,24,Female,35,20,40,Canada,2018
Student_691,18,Male,2,68,18,UK,2020
Student_692,20,Male,72,47,45,Canada,2023
Student_693,29,Female,7,19,27,Canada,2019
Student_694,26,Male,96,66,90,India,2023
Student_695,29,Female,69,43,67,UK,2019
Student_696,18,Female,40,32,14,Japan,2024
Student_697,26,Female,67,72,98,India,2022
Student_698,25,Male,12,60,36,Japan,2015
Student_699,18,Male,48,8,0,USA,2021
Student_700,23,Male,59,67,66,Japan,2018
Student_701,22,Female,1,34,23,Canada,2019
Student_702,23,Male,59,80,26,Japan,2020
Student_703,27,Female,4,97,39,India,2019
Student_704,29,Female,43,87,62,India,2015
Student_705,22,Male,26,95,60,Japan,2023
Student_706,23,Female,31,64,35,India,2016
Student_707,22,Male,20,7,97,India,2023
Student_708,28,Male,7,44,92,Japan,2024
Student_709,29,Male,71,86,23,UK,2016
Student_710,22,Male,49,46,23,UK,2023
Student_711,21,Male,66,39,3,USA,2020
Student_712,20,Female,43,75,66,India,2023
Student_713,20,Female,57,53,33,Japan,2020
Student_714,21,Female,2,75,56,India,2020
Student_715,26,Male,85,45,48,Canada,2016
Student_716,19,Male,69,46,86,India,2022
Student_717,26,Male,1,14,52,India,2017
Student_718,18,Female,86,18,22,UK,2021
Student_719,18,Male,43,25,68,Japan,2019
Student_720,22,Female,1,51,94,India,2017
Student_721,23,Female,80,92,52,UK,2015
Student_722,23,Male,34,21,61,USA,2022
Student_723,20,Male,97,20,40,UK,2017
Student_724,24,Female,86,50,56,UK,2016
Student_725,26,Male,29,37,59,UK,2015
Student_726,28,Female,7,19,53,India,2018
Student_727,29,Male,21,28,69,India,2022
Student_728,27,Male,43,50,56,USA,2017
Student_729,25,Female,57,3,9,Canada,2015
Student_730,23,Male,35,54,39,Canada,2018
Student_731,29,Female,68,70,6,Canada,2023
Student_732,25,Male,76,91,37,USA,2015
Student_733,29,Female,92,27,84,Canada,2016
Student_734,22,Female,30,3,60,Canada,2023
Student_735,25,Male,46,21,83,UK,2016
Student_736,27,Female,54,75,2,India,2017
Student_737,29,Male,79,44,50,India,2021
Student_738,21,Male,61,66,85,UK,2017
Student_739,27,Male,29,85,46,UK,2023
Student_740,25,Female,54,65,67,UK,2020
Student_741,27,Female,15,87,91,India,2017
Student_742,29,Male,11,33,75,Canada,2023
Student_743,19,Male,16,90,37,UK,2015
Student_744,29,Female,15,54,35,USA,2024
Student_745,29,Male,11,0,40,UK,2017
Student_746,22,Male,7,71,68,Japan,2015
Student_747,26,Female,83,86,12,UK,2016
Student_748,21,Male,2,37,86,India,2022
Student_749,28,Female,15,5,57,UK,2021
Student_750,23,Male,29,85,49,Japan,2016
Student_751,18,Female,22,24,29,USA,2016
Student_752,26,Male,91,81,61,Canada,2023
Student_753,18,Male,4,16,24,UK,2020
Student_754,22,Female,83,60,26,Japan,2019
Student_755,21,Male,64,11,50,Japan,2024
Student_756,29,Female,29,5,77,USA,2020
Student_757,20,Male,20,89,56,India,2023
Student_758,23,Female,83,26,46,UK,2021
Student_759,19,Female,69,7,99,Japan,2024
Student_760,20,Female,21,82,38,USA,2024
Student_761,22,Female,81,64,15,Canada,2023
Student_762,26,Male,71,56,21,Japan,2018
Student_763,19,Male,31,92,84,USA,2016
Student_764,27,Female,32,98,53,India,2022
Student_765,25,Female,15,39,20,India,2018
Student_766,19,Female,75,13,71,Japan,2023
Student_767,28,Male,37,34,15,Japan,2018
Student_768,22,Male,97,47,58,UK,2022
Student_769,24,Male,13,83,30,USA,2023
Student_770,25,Male,35,55,41,Japan,2023
Student_771,18,Female,96,48,73,UK,2024
Student_772,23,Female,22,12,31,UK,2018
Student_773,18,Female,65,60,58,Japan,2015
Student_774,19,Male,84,48,33,India,2017
Student_775,18,Male,1,45,8,USA,2023
Student_776,28,Male,90,61,80,USA,2018
Student_777,22,Female,72,7,10,India,2019
Student_778,27,Female,64,42,95,Japan,2021
Student_779,26,Male,74,19,9,USA,2019
Student_780,23,Female,66,96,85,Japan,2018
Student_781,28,Male,51,89,16,Japan,2016
Student_782,28,Male,61,38,67,UK,2016
Student_783,18,Female,22,84,47,India,2018
Student_784,18,Male,25,48,51,Japan,2024
Student_785,19,Female,67,63,24,Canada,2024
Student_786,26,Male,81,61,20,India,2023
Student_787,20,Female,54,53,64,USA,2022
Student_788,18,Female,5,8,62,UK,2017
Student_789,22,Female,34,87,88,USA,2023
Student_790,24,Male,21,36,50,USA,2019
Student_791,23,Male,42,48,35,India,2017
Student_792,29,Female,14,40,80,USA,2019
Student_793,18,Female,85,16,87,Japan,2024
Student_794,22,Male,59,87,65,USA,2018
Student_795,22,Male,11,20,14,UK,2022
Student_796,23,Male,48,50,95,UK,2019
Student_797,20,Female,41,58,38,Canada,2024
Student_798,22,Male,37,38,69,UK,2022
Student_799,24,Male,81,54,0,USA,2023
Student_800,22,Female,44,40,22,UK,2018
Student_801,22,Male,34,38,38,India,2021
Student_802,22,Male,29,12,56,UK,2016
Student_803,27,Male,87,63,80,Japan,2020
Student_804,27,Female,29,10,33,India,2022
Student_805,20,Female,77,18,40,Canada,2021
Student_806,18,Female,5,10,92,Japan,2021
Student_807,22,Female,66,76,72,USA,2022
Student_808,26,Female,79,45,12,USA,2021
Student_809,18,Female,6,44,69,USA,2019
Student_810,20,Female,51,0,5,Japan,2021
Student_811,21,Male,13,39,83,Japan,2024
Student_812,18,Male,72,18,51,Japan,2017
Student_813,18,Female,14,75,2,India,2019
Student_814,25,Male,20,71,80,India,2021
Student_815,19,Male,34,71,62,USA,2023
Student_816,29,Female,65,60,48,UK,2016
Student_817,25,Male,90,11,75,USA,2018
Student_818,24,Male,1,60,46,Canada,2021
Student_819,27,Male,34,32,54,India,2015
Student_820,27,Male,81,44,63,Japan,2016
Student_821,19,Male,77,89,64,India,2023
Student_822,23,Female,19,91,80,Japan,2024
Student_823,23,Female,81,68,66,Canada,2021
Student_824,20,Female,9,7,89,Canada,2024
Student_825,28,Male,24,24,14,India,2021
Student_826,19,Female,65,90,99,Japan,2020
Student_827,29,Male,24,45,31,Canada,2017
Student_828,18,Male,53,86,95,USA,2024
Student_829,23,Male,32,29,67,USA,2017
Student_830,29,Male,35,46,17,Japan,2016
Student_831,22,Female,94,86,82,India,2020
Student_832,28,Female,13,48,42,Canada,2018
Student_833,26,Male,64,46,34,India,2019
Student_834,18,Female,79,83,77,USA,2017
Student_835,24,Male,53,81,57,Canada,2020
Student_836,22,Female,51,17,32,India,2017
Student_837,22,Female,2,65,13,UK,2022
Student_838,19,Male,98,67,33,Japan,2023
Student_839,28,Female,40,93,60,Japan,2018
Student_840,20,Male,5,32,3,UK,2023
Student_841,24,Female,24,35,87,USA,2021
Student_842,23,Male,12,81,58,Canada,2017
Student_843,29,Male,97,18,28,Japan,2021
Student_844,19,Female,7,27,82,UK,2015
Student_845,23,Female,20,39,5,UK,2017
Student_846,19,Male,97,83,96,USA,2020
Student_847,19,Female,67,96,48,USA,2018
Student_848,19,Female,24,75,39,India,2021
Student_849,28,Male,78,14,82,Japan,2017
Student_850,20,Male,67,40,64,India,2015
Student_851,19,Female,44,38,68,UK,2023
Student_852,21,Male,59,1,26,Canada,2020
Student_853,26,Male,11,62,79,Canada,2022
Student_854,23,Male,31,28,5,USA,2017
Student_855,18,Female,95,73,12,Canada,2022
Student_856,25,Female,91,65,63,Canada,2016
Student_857,29,Male,12,50,61,Canada,2018
Student_858,24,Female,30,74,98,UK,2017
Student_859,27,Male,77,76,18,Canada,2024
Student_860,20,Female,19,9,75,Canada,2015
Student_861,18,Male,17,13,79,Canada,2021
Student_862,22,Male,92,81,42,India,2024
Student_863,21,Female,59,50,73,UK,2016
Student_864,27,Male,62,72,88,USA,2018
Student_865,25,Female,5,38,19,India,2023
Student_866,18,Female,31,27,94,Japan,2020
Student_867,27,Male,92,2,67,UK,2022
Student_868,18,Male,42,83,43,UK,2016
Student_869,29,Female,1,69,22,Japan,2021
Student_870,21,Male,59,26,1,Japan,2020
Student_871,25,Male,22,1,21,Japan,2023
Student_872,22,Male,82,92,56,USA,2021
Student_873,19,Male,30,37,71,Canada,2015
Student_874,23,Male,4,2,6,UK,2022
Student_875,22,Female,82,15,77,Canada,2024
Student_876,19,Female,33,93,55,Canada,2017
Student_877,28,Male,9,39,66,Japan,2016
Student_878,28,Male,88,1,15,USA,2017
Student_879,28,Male,1,80,82,India,2020
Student_880,20,Female,10,40,50,USA,2017
Student_881,26,Male,49,11,81,Canada,2024
Student_882,24,Female,30,34,79,USA,2019
Student_883,24,Female,55,64,71,Japan,2020
Student_884,28,Female,78,54,96,India,2022
Student_885,23,Male,72,44,11,Japan,2021
Student_886,25,Female,86,78,52,India,2022
Student_887,21,Male,82,89,74,Canada,2017
Student_888,25,Female,8,84,4,India,2018
Student_889,21,Male,98,61,26,India,2020
Student_890,25,Female,20,48,11,India,2021
Student_891,26,Male,72,94,16,USA,2023
Student_892,20,Female,27,24,5,USA,2015
Student_893,20,Male,61,22,96,Canada,2022
Student_894,28,Male,6,23,4,India,2022
Student_895,19,Male,79,37,56,UK,2020
Student_896,27,Male,15,27,27,Canada,2018
Student_897,20,Female,96,20,77,India,2017
Student_898,20,Female,3,53,68,India,2017
Student_899,22,Male,3,17,58,USA,2020
Student_900,22,Female,39,35,32,Canada,2022
Student_901,19,Male,16,98,61,India,2021
Student_902,29,Male,51,44,49,India,2015
Student_903,27,Female,92,72,18,Canada,2020
Student_904,23,Male,51,52,85,UK,2021
Student_905,22,Male,35,29,68,Canada,2021
Student_906,23,Female,37,59,65,Canada,2023
Student_907,18,Male,49,97,93,UK,2024
Student_908,22,Male,62,31,46,Canada,2019
Student_909,26,Male,62,66,38,India,2015
Student_910,29,Male,61,66,67,Canada,2016
Student_911,27,Female,98,27,32,UK,2018
Student_912,19,Female,6,43,12,Japan,2019
Student_913,18,Female,26,78,83,Canada,2023
Student_914,27,Male,91,40,53,USA,2015
Student_915,28,Male,85,62,6,India,2017
Student_916,26,Female,13,22,78,India,2019
Student_917,27,Male,70,74,86,USA,2017
Student_918,26,Male,85,47,13,USA,2018
Student_919,26,Male,4,31,86,Canada,2017
Student_920,23,Male,54,56,18,USA,2018
Student_921,25,Female,1,99,53,Japan,2015
Student_922,28,Female,61,32,92,UK,2022
Student_923,18,Female,90,23,19,USA,2018
Student_924,27,Male,20,38,28,USA,2021
Student_925,21,Female,78,33,23,Japan,2016
Student_926,18,Female,20,55,81,India,2016
Student_927,25,Male,9,27,62,India,2020
Student_928,18,Male,86,36,73,Canada,2016
Student_929,20,Female,57,6,56,Japan,2020
Student_930,21,Female,38,67,7,UK,2016
Student_931,25,Female,4,36,89,UK,2018
Student_932,23,Female,64,55,61,Japan,2021
Student_933,27,Male,12,64,28,UK,2022
Student_934,29,Female,84,64,73,India,2017
Student_935,24,Female,89,46,16,UK,2023
Student_936,25,Male,84,19,65,UK,2016
Student_937,19,Female,52,18,5,Japan,2022
Student_938,27,Male,81,28,57,Japan,2022
Student_939,28,Male,44,73,68,UK,2018
Student_940,25,Male,31,59,27,USA,2015
Student_941,20,Female,35,17,61,Japan,2015
Student_942,24,Female,80,91,40,Canada,2016
Student_943,20,Male,98,34,68,Canada,2023
Student_944,24,Female,59,42,81,India,2016
Student_945,28,Female,10,94,89,UK,2016
Student_946,29,Male,62,90,83,USA,2020
Student_947,19,Male,20,10,40,India,2021
Student_948,27,Female,51,48,48,UK,2021
Student_949,23,Male,54,37,90,Japan,2023
Student_950,20,Female,25,63,48,Canada,2020
Student_951,20,Female,67,68,75,USA,2022
Student_952,26,Female,33,7,70,Canada,2020
Student_953,24,Female,51,33,2,Japan,2016
Student_954,22,Male,81,47,9,UK,2015
Student_955,29,Male,98,55,97,Japan,2019
Student_956,27,Male,92,75,88,Japan,2023
Student_957,24,Male,51,64,34,Canada,2022
Student_958,26,Female,28,30,79,USA,2018
Student_959,18,Female,37,3,1,Japan,2019
Student_960,24,Male,41,49,23,Canada,2019
Student_961,23,Female,20,68,73,USA,2020
Student_962,27,Female,41,29,37,UK,2017
Student_963,29,Female,12,87,21,UK,2019
Student_964,26,Male,63,58,25,India,2016
Student_965,18,Male,16,66,42,Canada,2024
Student_966,21,Male,8,74,54,USA,2015
Student_967,26,Female,40,44,38,Japan,2015
Student_968,21,Male,0,3,90,UK,2024
Student_969,27,Male,1,25,28,USA,2021
Student_970,20,Male,59,26,19,Canada,2016
Student_971,26,Male,47,45,90,India,2018
Student_972,19,Male,28,63,40,UK,2019
Student_973,21,Male,96,90,53,USA,2021
Student_974,23,Female,9,50,19,USA,2016
Student_975,19,Female,57,49,18,USA,2020
Student_976,25,Male,59,5,83,Canada,2015
Student_977,25,Male,20,58,98,Canada,2021
Student_978,18,Female,27,14,65,Canada,2023
Student_979,29,Female,74,29,29,Japan,2019
Student_980,20,Male,33,41,52,USA,2019
Student_981,27,Male,7,36,33,UK,2018
Student_982,26,Male,58,41,21,Canada,2017
Student_983,22,Male,85,34,66,Canada,2023
Student_984,23,Female,71,86,5,USA,2019
Student_985,21,Male,48,5,78,Canada,2022
Student_986,27,Male,78,67,26,Japan,2023
Student_987,19,Male,16,17,9,Japan,2019
Student_988,28,Male,59,72,72,Canada,2024
Student_989,25,Female,86,28,96,USA,2023
Student_990,28,Female,87,76,95,USA,2016
Student_991,23,Female,44,58,47,USA,2023
Student_992,22,Male,82,46,69,India,2018
Student_993,26,Male,68,16,58,Canada,2020
Student_994,18,Female,31,95,99,USA,2020
Student_995,22,Male,43,21,58,Japan,2020
Student_996,23,Male,64,67,1,UK,2016
Student_997,22,Female,86,68,28,UK,2021
Student_998,23,Female,7,36,67,USA,2020
Student_999,23,Female,76,48,64,UK,2015
Student_1000,24,Female,71,12,82,UK,2016
